"Species","Value_g","raw_value","raw_unit","Source","first_author","Year","Team","role"
"Conepatus leuconotus",2010,"2010","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Herpestes smithii",1205,"1205","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Mydaus marchei",1414,"1414","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Genetta angolensis",2100,"2100","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Martes americana",860,"860","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Paracynictis selousi",1700,"1700","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Bassariscus astutus",985,"985","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Genetta servalina",1295,"1295","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Viverricula indica",2660,"2660","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Bdeogale crassicauda",1250,"1250","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Rhynchogale melleri",2720,"2720","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Eupleres goudotii",1850,"1850","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Vulpes zerda",969,"969","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Nandinia binotata",3190,"3190","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Paradoxurus zeylonensis",2720,"2720","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Galictis vittatus",1328,"1328","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Martes martes",982,"982","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Martes zibellina",1130,"1130","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Conepatus chinga",1587,"1587","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Galictis cuja",1190,"1190","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Hemigalus derbyanus",2041,"2041","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Prionailurus rubiginosus",1420,"1420","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Bassaricyon gabbii",1250,"1250","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Bassaricyon alleni",1235,"1235","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Mydaus javanensis",2510,"2510","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Fossa fossana",1500,"1500","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Felis nigripes",1100,"1100","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Martes foina",1450,"1450","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Herpestes urva",2360,"2360","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Prionailurus planiceps",2100,"2100","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Arctogalidia trivirgata",2460,"2460","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Herpestes ichneumon",3265,"3265","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Viverra tangalunga",4710,"4710","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Vulpes bengalensis",2260,"2260","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Vulpes pallida",3600,"3600","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Herpestes naso",3000,"3000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Felis catus",3300,"3300","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Herpestes vitticollis",2290,"2290","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Vulpes rueppellii",2250,"2250","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Paradoxurus hermaphroditus",2773.5,"2773.5","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Urocyon littoralis",1896,"1896","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Atilax paludinosus",3670,"3670","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Nyctereutes procyonoides",4020,"4020","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Martes pennanti",2250,"2250","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Prionailurus bengalensis",5470,"5470","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Cynogale bennettii",4010,"4010","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Paguma larvata",4800,"4800","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Vulpes velox",2345,"2345","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Cryptoprocta ferox",6775,"6775","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Hydrictis maculicollis",4300,"4300","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Vulpes chama",2955,"2955","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Leopardus geoffroyi",3590,"3590","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Martes flavigula",2510,"2510","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Felis manul",3000,"3000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Proteles cristata",8820,"8820","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Vulpes lagopus",3415,"3415","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Felis silvestris",4130,"4130","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Viverra megaspila",8500,"8500","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Felis chaus",5050,"5050","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Viverra zibetha",8500,"8500","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Civettictis civetta",11250,"11250","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Aonyx cinerea",4060,"4060","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lontra felina",4000,"4000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lutra lutra",6750,"6750","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lycalopex gymnocercus",4350,"4350","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Speothos venaticus",5990,"5990","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Arctictis binturong",11470,"11470","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Puma yagouaroundi",2485,"2485","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Viverra civettina",8500,"8500","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lycalopex griseus",4324,"4324","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Meles meles",10100,"10100","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Prionailurus viverrinus",8410,"8410","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Ailurus fulgens",5590,"5590","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Eira barbara",2668,"2668","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Taxidea taxus",7425,"7425","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Arctonyx collaris",10490,"10490","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Cerdocyon thous",5600,"5600","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lontra canadensis",7850,"7850","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Canis adustus",6155,"6155","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lycalopex culpaeus",8840,"8840","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Caracal caracal",7690,"7690","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Canis mesomelas",8000,"8000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lontra longicaudis",8000,"8000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Profelis aurata",11940,"11940","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lutrogale perspicillata",7300,"7300","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Melogale personata",14042,"14042","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Procyon cancrivorus",6931.72,"6931.72","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Atelocynus microtis",9030,"9030","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Catopuma temminckii",4220,"4220","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lynx lynx",17200,"17200","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Neofelis nebulosa",19490,"19490","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Canis aureus",7150,"7150","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Gulo gulo",10600,"10600","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Mellivora capensis",8080,"8080","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Canis latrans",9760,"9760","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Pteronura brasiliensis",24000,"24000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Cuon alpinus",13800,"13800","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Aonyx capensis",19110,"19110","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Hyaena hyaena",36300,"36300","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Uncia uncia",32500,"32500","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Hyaena brunnea",39300,"39300","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Acinonyx jubatus",43000,"43000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Enhydra lutris",23600,"23600","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Chrysocyon brachyurus",23250,"23250","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lycaon pictus",22050,"22050","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Canis lupus",31100,"31100","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Panthera onca",77700,"77700","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Crocuta crocuta",62370,"62370","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Ailuropoda melanoleuca",87500,"87500","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Panthera leo",84000,"84000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Ursus thibetanus",69860,"69860","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Zalophus californianus",91000,"91000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Delphinus delphis",65086.96,"65086.96","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lagenorhynchus obliquidens",89750,"89750","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Tursiops truncatus",170480,"170480","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Stenella longirostris",33600,"33600","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Phocoenoides dalli",98333.33,"98333.33","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Stenella coeruleoalba",63500,"63500","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Delphinapterus leucas",498250,"498250","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Pseudorca crassidens",2e+06,"2e+06","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Phocoena phocoena",142430,"142430","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Balaenoptera physalus",62500000,"62500000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Orcinus orca",3273000,"3273000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Platanista gangetica",59630,"59630","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Neophocaena phocaenoides",32400,"32400","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lipotes vexillifer",180000,"180000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Phocoena spinipinnis",68041.9,"68041.9","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Kogia sima",168500,"168500","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Inia geoffrensis",92003.5,"92003.5","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Sotalia fluviatilis",42240,"42240","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Cephalorhynchus commersonii",48000,"48000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Cephalorhynchus heavisidii",71000,"71000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Stenella attenuata",65614.53,"65614.53","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lagenorhynchus obscurus",58473.1,"58473.1","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Kogia breviceps",334000,"334000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lagenorhynchus acutus",244605,"244605","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lagenorhynchus albirostris",67500,"67500","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Lissodelphis borealis",73000,"73000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Mesoplodon densirostris",770500,"770500","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Tursiops aduncus",141150,"141150","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Steno bredanensis",123830.9,"123830.9","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Ziphius cavirostris",2273000.001,"2273000.001","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Mesoplodon europaeus",732500,"732500","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Mesoplodon mirus",929500,"929500","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Globicephala macrorhynchus",386000,"386000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Grampus griseus",4e+05,"4e+05","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Globicephala melas",1061000,"1061000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Balaena mysticetus",90999999.93,"90999999.93","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Balaenoptera acutorostrata",5587093.59,"5587093.59","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Monodon monoceros",1578329.998,"1578329.998","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Balaenoptera musculus",50903999.97,"50903999.97","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Eschrichtius robustus",30000000.02,"30000000.02","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Balaenoptera borealis",36666666.67,"36666666.67","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Megaptera novaeangliae",30050000,"30050000","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Physeter catodon",37416650.04,"37416650.04","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Rhynchonycteris naso",4.3,"4.3","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
"Myotis nigricans",4.45,"4.45","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary"
