score,n_species,measure,tables,primary,review,indexed,id,cite,year,authors,title,journal,doi,groups,pdf,chars
3.0,0,0,2,0,0,True,8069,Brain Initiative Cell Census Network 2021,2021,Brain Initiative Cell Census Network,A multimodal cell census and atlas of the mammalian primary motor cortex,Nature,10.1038/s41586-021-03950-0,evo M1 reading list,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3138376563/Callaway-2021-A multimodal cell census and atl.pdf,13988
3.0,0,0,2,0,0,True,8361,Callaway 2021,2021,"Callaway, Edward M.; Dong, Hong-Wei; Ecker, Joseph R.; +290",A multimodal cell census and atlas of the mammalian primary motor cortex,Nature,10.1038/s41586-021-03950-0,evo M1 reading list,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0304089162/Callaway-2021-A multimodal cell census and atl.pdf,14107
3.0,1,0,0,0,0,True,135,Reich 2011,2011,"Reich, L.; Szwed, M.; Cohen, L.; +1",A ventral visual stream reading center independent of visual experience,Curr Biol,10.1016/j.cub.2011.01.040,V1 vol interindiv,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3228657880/sdarticle.pdf,35552
3.0,0,12,0,0,0,True,415,Cole 2009,2009,"Cole, T. J.",Growth and organ development,Adv Exp Med Biol,10.1007/978-1-4020-8749-3_1,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2259174961/Cole-2009-Growth and organ dev.pdf,7643
3.0,0,12,0,0,0,True,1659,Solstad 2006,2006,"Solstad, T.; Moser, E. I.; Einevoll, G. T.",From grid cells to place cells: a mathematical model,Hippocampus,10.1002/hipo.20244,entorhinal cortex and grid cells,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3963238320/Solstad-2006-From grid cells to p.pdf,30119
3.0,1,0,0,0,0,True,2315,Tattersall 2004,2004,"Tattersall, I.",What happened in the origin of human consciousness?,Anat Rec (Hoboken),10.1002/ar.b.10041,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1579524471/Tattersall-2004-What happened in the.pdf,34938
3.0,1,0,0,0,0,True,1085,Colombo 1998,1998,"Colombo, M.; Fernandez, T.; Nakamura, K.; +1",Functional differentiation along the anterior-posterior axis of the hippocampus in monkeys,J Neurophysiol,,hippocampus,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3587590540/Colombo-1998-Functional different.pdf,20785
3.0,0,0,2,0,0,True,3075,Muller 1987,1987,"Muller, R. U.; Kubie, J. L.",The effects of changes in the environment on the spatial firing of hippocampal complex-spike cells,J Neurosci,,hippocampus,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1982908766/Muller-1987-The effects of chang.pdf,89227
3.0,0,12,0,0,0,True,1320,Dobbing 1973,1973,"Dobbing, J.; Sands, J.",Quantitative growth and development of human brain,Arch Dis Child,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4131174015/Dobbing-1973-Quantitative growth.pdf,30070
2.8,0,11,0,0,0,True,7603,Miller 2019,2019,"Miller, C. T.; Hale, M. E.; Okano, H.; +2",Comparative Principles for Next-Generation Neuroscience,Front Behav Neurosci,10.3389/fnbeh.2019.00012,brain structure metabolism data for comparing,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1272312160/Miller-2019-Comparative Principles for Next-Ge.pdf,60554
2.8,0,1,3,0,2,True,4263,Meredith 2017,2017,"Meredith, M. A.; Lomber, S. G.",Species-dependent role of crossmodal connectivity among the primary sensory cortices,Hear Res,10.1016/j.heares.2016.05.014,sleep and AI etc,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2576387328/Meredith-2017-Species-dependent role of crossm.pdf,53199
2.8,1,1,1,0,2,True,8872,Nowicki 2014,2014,"Nowicki, S.; Searcy, W. A.",The evolution of vocal learning,Curr Opin Neurobiol,10.1016/j.conb.2014.06.007,traits evo M1,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2230346560/Nowicki-2014-The evolution of vocal learning.pdf,34724
2.8,0,5,1,2,1,True,4444,Pfenning 2014,2014,"Pfenning, A. R.; Hara, E.; Whitney, O.; +22",Convergent transcriptional specializations in the brains of humans and song-learning birds,Science,10.1126/science.1256846,evo M1 reading list,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0701539805/Pfenning-2014-Convergent transcrip.pdf,86355
2.8,0,3,1,1,0,True,2190,Guigueno 2014,2014,"Guigueno, M. F.; Snow, D. A.; Macdougall-Shackleton, S. A.; +1",Female cowbirds have more accurate spatial memory than males,Biol Lett,10.1098/rsbl.2014.0026,home range,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4267763018/Guigueno-2014-Female cowbirds have.pdf,19844
2.8,0,13,0,1,1,True,5206,Eichenbaum 2014,2014,"Eichenbaum, H.",Time cells in the hippocampus: a new dimension for mapping memories,Nat Rev Neurosci,10.1038/nrn3827,Hippocampus regions,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3121738979/Eichenbaum-2014-Time cells in the hi.pdf,78576
2.8,0,9,0,1,0,True,878,Edden 2009,2009,"Edden, R. A.; Muthukumaraswamy, S. D.; Freeman, T. C.; +1",Orientation discrimination performance is predicted by GABA concentration and gamma oscillation frequency in human primary visual cortex,J Neurosci,10.1523/JNEUROSCI.4426-09.2009,V1 vol interindiv,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3367417579/Edden-2009-Orientation discrimi.pdf,36201
2.8,0,5,1,0,0,True,2538,Nunn 2008,2008,"Nunn, K.; Frampton, I.; Gordon, I.; +1",The fault is not in her parents but in her insula--a neurobiological hypothesis of anorexia nervosa,Eur Eat Disord Rev,10.1002/erv.890,insula,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3492077146/Nunn-2008-The fault is not in.pdf,24347
2.8,0,11,0,0,0,True,5441,Tsao 2003,2003,"Tsao, D. Y.; Freiwald, W. A.; Knutsen, T. A.; +2",Faces and objects in macaque cerebral cortex,Nat Neurosci,,Visual Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0337554738/tsao_etal_2003.pdf,43973
2.5,0,14,1,1,3,True,2609,Wang 2013,2013,"Wang, D.; Buckner, R. L.; Liu, H.",Cerebellar asymmetry and its relation to cerebral asymmetry estimated by intrinsic functional connectivity,J Neurophysiol,10.1152/jn.00598.2012,cerebellum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2531854535/Wang-2013-Cerebellar asymmetry.pdf,68125
2.5,0,8,0,3,1,True,166,Pauc 2009,2009,"Pauc, Robin; Young, Antoinette",The history of von Economo neurons (VENs) and their possible role in neurodevelopmental/neuropsychiatric disorders: A literature review,Clin Chiropractic,10.1016/j.clch.2009.09.004,VENs,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1272796157/pauc_young_2009.pdf,36926
2.5,0,2,2,2,2,True,5510,Seeley 2008,2008,"Seeley, W. W.; Crawford, R.; Rascovsky, K.; +4",Frontal paralimbic network atrophy in very mild behavioral variant frontotemporal dementia,Arch Neurol,,insula,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3099450110/seeley_etal_2008.pdf,39097
2.5,1,2,0,0,1,True,6031,Craig 2005,2005,"Craig, A. D.",Forebrain emotional asymmetry: a neuroanatomical basis?,Trends Cogn Sci,,insula,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0796529518/craig_2005.pdf,36245
2.5,0,0,1,2,0,True,2928,ALDUR 2000,2000,"ALDUR, M. Mustafa; CELIK, H. Hamdi; F. SARGON, Mustafa",The Morphology Of The Claustrum With Computer Aided Three-Dimensional (3D) Reconstruction In Man,Gazi Med J,,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1750547888/aldur_etal_2000.pdf,11977
2.5,0,4,1,0,0,True,1825,Sener 1993,1993,"Sener, R. N.","The claustrum on MRI: normal anatomy, and the bright claustrum as a new sign in Wilson's disease",Pediatr Radiol,,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3702050737/sener_1993.pdf,19719
2.5,0,4,1,0,0,True,6113,Barlow 1986,1986,"Barlow, H. B.",Why have multiple cortical areas?,Vision Res,,Visual Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0009215689/Barlow-1986-Why have multiple co.pdf,36188
2.5,0,6,0,2,0,True,5985,Filimonoff 1932,1932,"Filimonoff, I. N.",Über die Variabilität der Großhirnrindenstruktur.  Mitteilung II. Regio occipitalis beim erwachsenen Menschen,J Psychol Neurol,,Visual Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3601291675/filimonoff_1932.pdf,281990
2.5,0,2,1,1,0,True,6061,Bushkovitch 1927,1927,"Bushkovitch, V. J.",An automatic apparatus for the measurement of cranial capacity,Am J Phys Anthropol,10.1002/ajpa.1330100306,Brain Size Measures,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0890606230/bushkovitch_1927.pdf,16560
2.2,0,3,1,0,0,True,9525,Wolfe 2017,2017,"Wolfe, J. M.; Horowitz, T. S.",Five Factors that Guide Attention in Visual Search,Nat Hum Behav,10.1038/s41562-017-0058,sleep and AI etc,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2044897712/Wolfe-2017-Five Factors that Guide Attention i.pdf,58393
2.2,0,9,0,0,0,True,2532,Chadwick 2014,2014,"Chadwick, M. J.; Bonnici, H. M.; Maguire, E. A.",CA3 size predicts the precision of memory recall,Proc Natl Acad Sci U S A,10.1073/pnas.1319641111,hippocampus; Hippocampus regions,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0371653515/Chadwick-2014-CA3 size predicts th.pdf,41556
2.2,0,3,0,3,0,True,2377,Igarashi 2014,2014,"Igarashi, Kei M.; Lu, Li; Colgin, Laura L.; +2",Coordination of entorhinal–hippocampal ensemble activity during associative learning,Nature,10.1038/nature13162,Hippocampus regions,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3130390641/Igarashi-2014-Coordination of ento.pdf,97222
2.2,0,5,0,2,0,True,2225,Saab 2009,2009,"Saab, B. J.; Georgiou, J.; Nath, A.; +6","NCS-1 in the dentate gyrus promotes exploration, synaptic plasticity, and rapid acquisition of spatial memory",Neuron,10.1016/j.neuron.2009.08.014,Hippocampus regions,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0155036189/Saab-2009-NCS-1 in the dentate.pdf,67573
2.0,1,0,0,0,1,True,3346,Burke 2012,2012,"Burke, A.","Spatial abilities, cognition and the pattern of Neanderthal and modern human dispersals",Quaternary Int,10.1016/J.Quaint.2010.10.029,home range,"/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3090954656/Burke-2012-Spatial abilities, c.pdf",47974
2.0,0,12,0,0,1,True,2750,Laughlin 1998,1998,"Laughlin, S. B.; de Ruyter van Steveninck, R. R.; Anderson, J. C.",The metabolic cost of neural information,Nat Neurosci,10.1038/236,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1175989876/Laughlin-1998-The metabolic cost o.pdf,36737
2.0,0,6,0,1,0,True,5465,S. Uspenskii 1954,1954,S. Uspenskii,A new method for measuring cranial capacity,Am J Phys Anthropol,,Brain Size Measures,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3168896307/uspenskii_1954.pdf,8789
2.0,0,4,0,2,0,True,7047,Bucy 1935,1935,"Bucy, Paul C.",Frontal lobe of primates:  relation of cyto-architecture to functional activity,Arch Neurol Psychiat,10.1001/archneurpsyc.1935.02250150096008,Primary Motor Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0801459307/Bucy-1935-Frontal lobe of prim.pdf,26437
1.8,0,1,1,0,0,True,7785,Zonderland 2008,2008,"Zonderland, J. J.; Cornelissen, L.; Wolthuis-Fillerup, M.; +1",Visual acuity of pigs at different light intensities,Applied Animal Behaviour Science,10.1016/j.applanim.2007.05.010,auditory visual evolution data refs,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1692619885/Zonderland-2008-Visual acuity of pigs at diffe.pdf,32083
1.8,0,1,0,3,0,True,1925,Moser 2008,2008,"Moser, Edvard I.; Moser, May-Britt",A metric for space,Hippocampus,10.1002/hipo.20483,hippocampus,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4117517873/Moser-2008-A metric for space.pdf,71408
1.8,0,3,0,2,0,True,7843,Volkow 1998,1998,"Volkow, N. D.; Wang, G. J.; Fowler, J. S.; +8",Parallel loss of presynaptic and postsynaptic dopamine markers in normal aging,Ann Neurol,10.1002/ana.410440125,catarrhine aging brain structure data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1101513924/Volkow-1998-Parallel loss of presynaptic and p.pdf,18004
1.8,0,7,0,0,0,True,698,Gur 1995,1995,"Gur, R. C.; Mozley, L. H.; Mozley, P. D.; +5",Sex differences in regional cerebral glucose metabolism during a resting state,Science,,brain structure metabolism data for comparing,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2860117065/Gur-1995-Sex differences in r.pdf,24388
1.8,0,1,1,0,0,True,2211,Lagos 1995,1995,"Lagos, V. O.; Contreras, L. C.; Meserve, P. L.; +2",Effects of Predation Risk on Space Use by Small Mammals: A Field Experiment with a Neotropical Rodent,Oikos,10.2307/3545655,home range,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1632730758/Lagos-1995-Effects of Predation.pdf,27188
1.8,0,3,0,2,0,True,5896,Hockfield 1990,1990,"Hockfield, S.; Tootell, R. B.; Zaremba, S.",Molecular differences among neurons reveal an organization of human visual cortex,Proc Natl Acad Sci U S A,,Visual Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2708322427/Hockfield-1990-Molecular difference.pdf,22580
1.8,0,1,1,0,0,True,7605,Heiss 1985,1985,"Heiss, W. D.; Pawlik, G.; Herholz, K.; +2","Regional cerebral glucose metabolism in man during wakefulness, sleep, and dreaming",Brain Res,10.1016/0006-8993(85)91537-9,brain structure metabolism data for comparing,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3615254120/heiss_etal_1985.pdf,15268
1.5,0,0,0,3,0,True,1406,Bedny 2011,2011,"Bedny, Marina; Pascual-Leone, Alvaro; Dodell-Feder, David; +2",Language processing in the occipital cortex of congenitally blind adults,Proc Natl Acad Sci U S A,10.1073/pnas.1014818108,V1 vol interindiv,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3729635687/PNAS-2011-Bedny-1014818108.pdf,44667
1.5,0,2,0,2,0,True,2871,Sourkes 2006,2006,"Sourkes, T. L.",On the energy cost of mental effort,J Hist Neurosci,10.1080/096470490944860,brain structure metabolism data for comparing,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2778824000/Sourkes-2006-On the energy cost o.pdf,46916
1.5,0,6,0,0,0,True,5639,Ohki 2005,2005,"Ohki, K.; Chung, S.; Ch'ng, Y. H.; +2",Functional imaging with cellular resolution reveals precise micro-architecture in visual cortex,Nature,10.1038/nature03274,Visual Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4033183423/Ohki-2005-Functional imaging w.pdf,38581
1.5,0,4,0,5,2,True,971,Allman 2005,2005,"Allman, J. M.; Watson, K. K.; Tetreault, N. A.; +1",Intuition and autism: a possible role for Von Economo neurons,Trends Cogn Sci,10.1016/j.tics.2005.06.008,VENs,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2651099597/Allman_etal_2005.pdf,35720
1.5,0,0,0,3,0,True,6081,Burkhalter 1989,1989,"Burkhalter, A.; Bernardo, K. L.",Organization of corticocortical connections in human visual cortex,Proc Natl Acad Sci U S A,,Visual Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1414359509/Burkhalter-1989-Organization of cort.pdf,21443
1.5,0,2,0,2,0,True,1327,Landau 1919,1919,"Landau, E.","The Comparative Anatomy of the Nucleus Amygdalae, the Claustrum and the Insular Cortex",J Anat,,claustrum; insula,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2643543675/Landau-1919-The Comparative Anat.pdf,23846
1.2,0,3,0,1,0,True,1114,Raichle 2007,2007,"Raichle, M. E.; Snyder, A. Z.",A default mode of brain function: a brief history of an evolving idea,Neuroimage,10.1016/j.neuroimage.2007.02.041,brain structure metabolism data for comparing,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2813163945/Raichle-2007-A default mode of br.pdf,50236
1.2,0,5,0,0,0,True,891,Naghavi 2007,2007,"Naghavi, H. R.; Eriksson, J.; Larsson, A.; +1",The claustrum/insula region integrates conceptually related sounds and pictures,Neurosci Lett,10.1016/j.neulet.2007.06.009,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4272381786/Naghavi-2007-The claustrum_insula.pdf,18574
1.2,0,5,0,0,0,True,1298,Kennedy 1976,1976,"Kennedy, C.; Des Rosiers, M. H.; Sakurada, O.; +4",Metabolic mapping of the primary visual system of the monkey by means of the autoradiographic [14C]deoxyglucose technique,Proc Natl Acad Sci U S A,,brain structure metabolism data for comparing,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4098439586/Kennedy-1976-Metabolic mapping of.pdf,25003
1.0,1,0,0,0,2,True,8852,Yoshida 2018,2018,"Yoshida, Y.; Isa, T.",Neural and genetic basis of dexterous hand movements,Curr Opin Neurobiol,10.1016/j.conb.2018.04.005,traits evo M1; evo M1 reading list,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1348448041/Yoshida-2018-Neural and genetic basis of dexte.pdf,34942
1.0,0,14,0,1,3,True,743,Pike 2005,2005,"Pike, I. L.",Maternal stress and fetal responses: evolutionary perspectives on preterm delivery,Am J Hum Biol,10.1002/ajhb.20093,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4130428730/Pike-2005-Maternal stress and.pdf,52083
1.0,0,2,0,3,1,True,1038,Aleksandrov 2003,2003,"Aleksandrov, V. G.; Fedorova, K. P.",Structure of the insular region of the rat neocortex,Neurosci Behav Physiol,,insula,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3608158289/aleksandrov_fedorova_2003.pdf,15032
1.0,0,0,1,1,1,True,1657,Hartley 2000,2000,"Hartley, T.; Burgess, N.; Lever, C.; +2",Modeling place fields in terms of the cortical inputs to the hippocampus,Hippocampus,10.1002/1098-1063(2000)10:4<369::AID-HIPO3>3.0.CO;2-0,hippocampus,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1562887659/hartley_etal_2000.pdf,45380
1.0,0,4,0,0,0,True,1684,Aschoff 1971,1971,"Aschoff, J.; B. Gunther; K. Kramer",Energiehaushalt und Temperaturregulation,,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2480964197/aschoff_1971.pdf,48543
1.0,0,0,0,2,0,True,1194,O'Keefe 1971,1971,"O'Keefe, J.; Dostrovsky, J.",The hippocampus as a spatial map. Preliminary evidence from unit activity in the freely-moving rat,Brain Res,10.1016/0006-8993(71)90358-1,hippocampus,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1202376250/okeefe_dostrovsky_1971.pdf,14443
0.8,0,1,0,1,0,True,8875,Guo 2021,2021,"Guo, Jian-Zhong; Sauerbrei, Britton A.; Cohen, Jeremy D.; +5",Disrupting cortico-cerebellar communication impairs dexterity,eLife,10.7554/eLife.65906,evo M1 reading list,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3282911304/Guo-2021-Disrupting cortico-cerebellar communi.pdf,16840
0.8,0,3,0,0,0,True,2394,Wren 2014,2014,"Wren, C. D.; Xue, J. Z.; Costopoulos, A.; +1",The role of spatial foresight in models of hominin dispersal,J Hum Evol,10.1016/j.jhevol.2014.02.004,home range,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3617318126/Wren-2014-The role of spatial.pdf,52850
0.8,0,1,0,1,0,True,5200,Taylor 2014,2014,"Taylor, A. M.; Bus, T.; Sprengel, R.; +3",Hippocampal NMDA receptors are important for behavioural inhibition but not for encoding associative spatial memories,Philos Trans R Soc Lond B Biol Sci,10.1098/rstb.2013.0149,Hippocampus regions,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2669550184/Taylor-2014-Hippocampal NMDA rec.pdf,56596
0.8,0,1,0,1,0,True,1103,Edelstein 2004,2004,"Edelstein, L. R.; Denaro, F. J.",The neurobiology of consciousness and Sir Francis Crick,Cell Mol Biol (Noisy-le-grand),,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0135177290/Edelstein_Denaro_2004-The Neurobiology of Consciousness and Sir Francis Crick.pdf,11035
0.8,0,3,0,0,0,True,2777,Chugani 1998,1998,"Chugani, H. T.",A critical period of brain development: studies of cerebral glucose utilization with PET,Prev Med,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2403847588/chugani_1998.pdf,16615
0.5,0,2,0,0,0,True,9613,Heller 2024,2024,"Heller, C.",How did I come to sleep research and stay there?,Sleep Adv,10.1093/sleepadvances/zpae074,sleep and AI etc,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3829176180/Heller-2024-How did I come to sleep research a.pdf,49929
0.5,0,6,0,0,1,True,7486,van Es 2019,2019,"van Es, D. M.; van der Zwaag, W.; Knapen, T.",Topographic Maps of Visual Space in the Human Cerebellum,Curr Biol,10.1016/j.cub.2019.04.012,cerebellum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2950404193/van Es-2019-Topographic Maps of Visual Space i.pdf,34540
0.5,1,6,0,0,4,True,5166,Zeidman 2016,2016,"Zeidman, P.; Maguire, E. A.","Anterior hippocampus: the anatomy of perception, imagination and episodic memory",Nat Rev Neurosci,10.1038/nrn.2015.24,Hippocampus regions,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3981123050/Zeidman-2016-Anterior hippocampus_ the anatomy.pdf,71722
0.5,0,2,0,0,0,True,3622,Filimonoff 1966,1966,"Filimonoff, I. N.","The claustrum, its origin and development",J Hirnforsch,,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0475555382/filimonoff_1966.pdf,11599
0.5,0,0,0,1,0,True,6144,Kennard 1944,1944,"Kennard, Margaret A.; McCulloch, Warren S.",Functional organization of frontal pole in monkey and chimpanzee,J Neurophysiol,,prefrontal,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0037787758/kennard_mcculloch_1944.pdf,12169
0.2,1,5,0,2,5,True,9520,Barrett 2026,2026,"Barrett, Lisa Feldman; Miller, Earl K.",Categorization is ‘baked’ into the brain,Nature Reviews Neuroscience,10.1038/s41583-026-01036-2,sleep and AI etc,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3862120553/Barrett-2026-Categorization is ‘baked’ into th.pdf,157102
0.2,0,5,1,1,3,True,9299,Zheng 2025,2025,"Zheng, J.; Meister, M.",The unbearable slowness of being: Why do we live at 10 bits/s?,Neuron,10.1016/j.neuron.2024.11.008,sleep and AI etc,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0304089143/Zheng-2025-The unbearable slowness of being_ W.pdf,98822
0.2,0,1,0,0,0,True,9603,Fisher 2023,2023,"Fisher, A.; Rao, R. P. N.",Recursive neural programs: A differentiable framework for learning compositional part-whole hierarchies and image grammars,PNAS Nexus,10.1093/pnasnexus/pgad337,sleep and AI etc,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2044897706/Fisher-2023-Recursive neural programs_ A diffe.pdf,46753
0.2,0,1,0,0,0,True,115,Rowe 2011,2011,"Rowe, T. B.; Macrini, T. E.; Luo, Z. X.",Fossil evidence on origin of the mammalian brain,Science,10.1126/science.1203117,brain structure size scaling,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3897486681/rowe_etal_2011.pdf,19176
0.2,0,1,0,0,0,True,1281,Jones 2009,2009,"Jones, Kate E.; Bielby, Jon; Cardillo, Marcel; +22","PanTHERIA: a species-level database of life history, ecology, and geography of extant and recently extinct mammals",Ecology,10.1890/08-1494.1,home range,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3455528524/Jones-2009-PanTHERIA_ a species.pdf,4735
0.2,0,1,0,0,0,True,141,Reiner 2007,2007,"Reiner, A.; Jon, H. Kaas",The Evolution of the Basal Ganglia in Mammals and Other Vertebrates,Evolution of Nervous Systems,,striatum subcomp,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0696947386/reiner_2007.pdf,3343
0.2,0,1,0,0,0,True,957,Miall 2006,2006,"Miall, R. C.; Robertson, E. M.",Functional imaging: is the resting brain resting?,Curr Biol,10.1016/j.cub.2006.10.041,brain structure metabolism data for comparing,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3539411142/Miall-2006-Functional imaging_.pdf,16063
0.2,0,1,0,0,0,True,5202,O'Mara 2005,2005,"O'Mara, S.","The subiculum: what it does, what it might do, and what neuroanatomy has yet to tell us",J Anat,10.1111/j.1469-7580.2005.00446.x,Hippocampus regions,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0427107602/O'Mara-2005-The subiculum_ what.pdf,46247
0.2,0,1,0,0,0,True,5620,Park 2004,2004,"Park, D. C.; Polk, T. A.; Park, R.; +3",Aging reduces neural specialization in ventral visual cortex,Proc Natl Acad Sci U S A,,Visual Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1856130938/Park-2004-Aging reduces neural.pdf,29384
0.2,0,1,0,0,0,True,598,Casagrande 1994,1994,"Casagrande, V. A.",A third parallel visual pathway to primate area V1,Trends Neurosci,10.1016/0166-2236(94)90065-5,lgn,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4087448090/Casagrande_1994.pdf,25872
0.2,0,1,0,0,0,True,1780,Mahaney 1993,1993,"Mahaney, M. C.; Williams-Blangero, S.; Blangero, J.; +1",Quantitative genetics of relative organ weight variation in captive baboons,Hum Biol,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3318626144/Mahaney-1993-Quantitative genetic.pdf,234
0.2,0,1,0,0,0,True,895,Cowan 1984,1984,"Cowan, W. M.; Fawcett, J. W.; O'Leary, D. D.; +1",Regressive events in neurogenesis,Science,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3811051759/cowan_etal_1984.pdf,53666
0.2,0,1,0,0,0,True,3092,Kamiya 1980,1980,"Kamiya, T.; Pirlot, P.",Brain organization in Platanista gangetica,Scientific Reports of the Whales Research Institute Tokyo,,Stephan Zilles collections,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0212528560/kamiya_pirlot_1980_114NeverExisted.pdf,3492
0.2,0,1,0,0,0,True,2770,Eklof 1973,1973,"Eklof, B.; Lassen, N. A.; Nilsson, L.; +2",Blood flow and metabolic rate for oxygen in the cerebral cortex of the rat,Acta Physiol Scand,10.1111/j.1748-1716.1973.tb05489.x,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0087522685/Eklof-1973-Blood flow and metab.pdf,6549
0.2,0,1,0,0,0,True,7983,Pilleri 1964,1964,"Pilleri, G.","Morphologie des Gehirnes des ”Southern Right Whale„,Eubalaena australisDesmoulins 1822(Cetacea, Mysticeti, Balaenidae)",Acta Zoologica,10.1111/j.1463-6395.1964.tb00721.x,brain structure size data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0037487766/Pilleri-1964-Morphologie des Gehirnes des ”Sou.pdf,41831
0.0,0,0,0,0,0,False,9537,Boyd 2026,2026,"Boyd, R. L.; Markowitz, D. M.",Artificial Intelligence and the Psychology of Human Connection,Perspect Psychol Sci,10.1177/17456916251404394,sleep and AI etc,,
